Me,Address,Count,Continent,sov_a3,Country,Mcount,Description,FeatureCount,Fee,longtitude,latitude,LengthOfVisit,MuseumName,PhoneNum,Rank,Rating,ReviewCount,TotalThingsToDo,MuseumLoctation,MuseumTopic,Color,,,,,ColorCode
,"2 Murray St | Darling Harbour, Sydney, Sydney, New South Wales 2000, Australia",13,Oceania,AUS,Australia,5,"Climb aboard and join the action at the Australian National Maritime Museum. Spectacularly located on the waterfront in the heart of Sydney's Darling Harbour, explore that danger and drama of Navy life inside Action Stations - a museum experience like no other. You'll find tall ships, Navy vessels, a submarine and beautifully restored historic boats, lively exhibitions and heaps of activities for the kids. The National Maritime Collection features over 140,000 objects, capturing themes such as defence, exploration, migration and coastal culture. It also includes one of the largest and most diverse in-water fleets of any museum in the world- including submarine HMAS Onslow, Navy destroyer HMAS Vampire, tall ship James Craig and Captain James Cook's HMB Endeavour replica. The museum also offers visitors a range of public events, children's activities and exhibitions covering all aspects of Australia's connection to the sea, as well as the opportunity to board and explore the historic vessels.",1,,151.198676,-33.869294,2-3 hours ,Australian National Maritime Museum,+61 2 9298 3777,26,4.5,"1,108",444,Museums,Transportation,#bf7000,,,,,
,"50 Hagiwara Tea Garden Dr, Golden Gate Park, San Francisco, CA 94118-4502",311,North America,USA,Unite States,,"The de Young, designed by Herzog & de Meuron and located in Golden Gate Park, is the nations fifth most visited art museum. It showcases American art from the seventeenth through the twenty-first centuries, international textile arts and costumes, and art from the Americas, the Pacific, and Africa.",4,NA,-122.46867,37.7714658,NA,de Young Museum,415.750.3600,26,4.5,"1,417",522,Museums,Art,Orange,,,,,
,"19 S 22nd St, Philadelphia, PA 19103-3001",311,North America,USA,Unite States,,"This museum, located at the College of Physicians of Philadelphia, is one of the finest medical history museums in America. The Mtter is a 19th century style cabinet museum displaying medical artifacts such as anatomical specimens and medical instruments. Marvel at the beauty and strangeness of the human body. The Mtter is home to many notorious exhibits including Harry Eastlack's skeleton, the Megacolon, the Soap Lady, and the Hyrtl Skull Collection. It's also the only place to have pieces of Einstein's brain on display. Admission to the museum also includes admission to the Thomson Art Gallery, featuring medical-themed art, and the Benjamin Rush Medicinal Plant Garden. A visit to the Mtter is unforgettable...prepare yourself to be disturbingly informed.",1,Yes ,-75.176638,39.9532011,1-2 hours ,Mutter Museum,1.22E+10,26,4,"1,126",423,Museums,Science,Gray,,,,,
,"319 Lexington Blvd, Historic Ford Island, Honolulu, Oahu, HI 96818-5004",311,North America,USA,Unite States,,"One of the principal Pearl Harbor Historic Sites, our unique interactive museum is located near the Battleship Missouri in the battlefield hangers of historic Ford Island which were attacked by the Imperial Japanese Navy on December 7, 1941, the beginning of WWII. Aircraft, such as a Japanese Zero and the Stearman in which former President George H.W. Bush soloed as the war's youngest aviator, illustrate how aviation helped stem the war. You'll view historic videos, including a movie of the beginning of the war. Enjoy the authentic gift shop, 1940s themed cafe Laniakea, and the combat flight simulators in which you can virtually fight the battle of Guadalcanal in either an American or Japanese plane.Pacific Aviation Museum's mission is to develop and maintain an internationally recognized aviation museum, which educates young and old alike, honors aviators and the support personnel who defended freedom in the Pacific Region, and is dedicated to preserving Pacific aviation history.",4,,-157.95832,22.34853,NA,Pacific Aviation Museum Pearl Harbor,+1 808-441-1000,26,4.5,"1,025",311,Museums,History,Black,,,,,
,"6911 Lemmon Ave, Dallas, TX 75209-3603",311,North America,USA,Unite States,,"This museum memorializes the pioneers of flight, from the 1920s and 30s, through World War II and up to the jet and rocket age of today. The museum also showcases the Dallas/Fort Worth area, known today as the Aviation Capital of the World, played in aviation history. ",2,Yes ,-96.835474,32.8423099,1-2 hours ,Frontiers of Flight Museum,214 350 1651,26,4.5,241,224,Museums,Transportation,#bf7000,,,,,
,"100 W Washington St, Phoenix, AZ 85003-1805",311,North America,USA,Unite States,,"Celebrating Wells Fargo's role in Arizona's colorful history, the Wells Fargo History Museum is just steps away from the US Airways Center and Chase Field. Exhibits include an authentic 19th century stagecoach, a replica stagecoach you can climb aboard, gold and precious minerals, a replica mine shaft, antique firearms, working telegraph and other artifacts depicting the settlement of the American West. The museum's impressive collection of original artworks includes the world's largest collection of famed illustrator N.C. Wyeth's western themed work. The museum store features a variety of Wells Fargo branded gifts, collectibles and apparel. Tours are available with advance reservations and admission is always free.",0,NA,-112.07577,33.4485785,NA,Wells Fargo History Museum,1.60E+10,26,4.5,140,218,Museums,History,Black,,,,,
,"Grahame Park Way | Colindale, London NW9 5LL, England",397,Europe,GBR,England,79,"If you're searching for something different why not take off to Colindale and navigate your way through the history of aviation from the earliest balloon flight to the latest Eurofighter? This world-class collection of over 100 aircraft, aviation and wartime memorabilia offers a fun day out for all the family. Don't forget to visit our awe inspiring sound and light show that takes you back in time to the Battle of Britain. Better yet admission to the museum is free of charge. The Museum is open daily from 10am to 6pm.",0,No ,-0.2419837,51.6034083,More than 3 hours ,The Royal Air Force Museum London,+44 20 8205 2266,27,4.5,"2,448","1,443",Museums,Military,Blue,,,,,
,"Nicolson Street, Edinburgh EH8 9DW, Scotland",397,Europe,GBR,England,79,"Surgeons Hall Museums (SHM), part of the Royal College of Surgeons of Edinburgh, houses one of the largest and most historic collections of artefacts charting the history and development of surgery. The collections include surgical instruments and artworks and one of the largest collections of anatomical specimens in the world.",1,Yes ,-3.1845747,55.9455007,1-2 hours ,Surgeons' Hall Museums,+44 131 527 1711,27,4.5,581,374,Museums,Science,Gray,,,,,
,"327 Bloor St W | (at St. George St.), Toronto, Ontario M5S 1W7, Canada",311,North America,CAN,Canada,18,,0,Yes ,-79.400084,43.6672568,1-2 hours ,Bata Shoe Museum,+1 416-979-7799,27,4,755,472,Museums,Specialty Topic ,#008ad4,,,,,
,"Avenida Dr. Sun Yat-Sen, Macau, China",122,Asia,CHN,China,11,"Macao Science Center (MSC) aims to promote science popularization and education among local adolescents, compliment tourism development in Macao and provide a regional platform for science education, convention and exhibition. With a gross floor area of 20,000 square metres, MSC consists of the Exhibition Center, the Planetarium and the Convention Center. The Exhibition Center, in the shape of an inclined cone, is the tallest building that contains 14 galleries arranged in an upward spiral. The dome-shaped Planetarium is flanked by the fan-shaped Convention Center and office building. Supporting facilities include a gift shop, restaurants and a nursery room, providing visitors with a full range of services. The 5,800-square metres Exhibition Center consists of 14 galleries and an atrium. The 12 permanent galleries cover topics in Space Science, Fun Science, Children Science, Science Express, Robotic, Sound, Earth, Genetics (DNA), Eco Conservation, Sport Health, Sport Challenge and Food Science. There are 2 galleries reserved for special exhibitions. The exhibitions seek to provide knowledge-oriented, scientific and interesting interactive exhibits, and allow visitors to explore science in a hands-on way. Awarded the highest resolution 3D planetarium by the Guinness World Records since 2011, the Planetarium has a dome-shaped tilted screen of 15.24 metres in diameter. It is installed with a set of 12 digital projectors of 4,096 x 2,048 pixels each for showing dome films with ultra high-definition up to 8,000 x 8,000 pixels. The Planetarium having 127 seats and 4 wheelchair spaces are all equipped with interactive controls. Wearing specially made glasses, the audience can see 3D images projected onto the screen. Its powerful database, coupled with an amazing array of projection effects, can take audiences onto a journey travelling freely in space and time. The system can also show digital dome films, making the Planetarium a multi-functional dome theatre. The Convention Center consists of a multi-functional Convention Hall and 4 Meeting Rooms. Two of the Meeting Rooms may be combined into one if needed. The Convention Hall can accommodate 400 people for meetings and about 200 for ballroom events. The Center is equipped with professional audio-visual facilities, simultaneous interpretation system, and video conferencing equipment, making it ideal for different kinds of meetings, lectures, seminars and award presentations.",1,NA,113.548882,22.1854455,2-3 hours ,Macao Science Center,853-28880822,27,4,181,231,Museums,Science,Gray,,,,,
,"Arsenal 1, Vienna 1030, Austria",397,Europe,AUT,Austria,10,This museum houses many fascinating historical artifacts including the car in which Archduke Ferdinand was riding in when he was assassinated in 1914.,0,NA,16.3877763,48.1851845,NA,Museum of Military History (Heeresgeschichtliches Museum),43 1 795 61 0,27,4.5,852,513,Museums,Military,Blue,,,,,
,"Obraztsova St., 11, build. 1A, Moscow 127018, Russia",397,Europe,RUS,Russia,10,"All museums are similar to some extent. Often it is a collection of items united by one theme, lying on display behind the glass. You cannot say the same about our museum. It is different. It is interactive. It is difficult to say what it resembles most, a museum in its conventional meaning or a theme park. The exposition imparts the information in a multitude of ways. It is multifaceted. It engulfs you, enters your mind and interacts with almost every single of your sense organs. And it is possible thanks to the cutting-edge audio-visual and computer technologies. -       .                .      .  .  .  ,              .  ,      ,    .  .   ,    ,      .          .           .  ,       ,     XVIII   XX .         .     ,      .       .",1,NA,37.6014002,55.7949959,NA,Jewish Museum and Tolerance Center,+7 495 645-05-50,27,4.5,464,"2,279",Museums,History,Black,,,,,
,"Praca Maua 1, Rio de Janeiro, State of Rio de Janeiro 20081-262, Brazil",22,South America,BRA,Brazil,8,"The Museum of Tomorrow is a new kind of Science museums. Here you are invited to examine the past, understand today's global trends and envision possible scenarios for the next 50 years through immersive audiovisual environments, interactive installations and games available to public in Portuguese, English and Spanish. The Museum has areas dedicated to temporary exhibitions, an auditorium for events, an inviting caf, a restaurant and a Museum shop. The Museum also has three specific areas of programming: Education, Laboratory of Tomorrow and the Observatory of Tomorrow.",0,NA,-43.182096,-22.897311,2-3 hours ,Museu do Amanha,+55 21 3812 1800,27,4.5,"2,695",647,Museums,Science,Gray,,,,,
,"Grandagardur 2, Reykjavik 101, Iceland",397,Europe,ISL,Iceland,5,"A Viking Museum that intimately recreates key moments in Icelandic early history, moments that have determined the fate of our people and which give a compelling view into how Icelanders have lived for more than a millennium. From the time of the earliest settlers, history is brought to life in a unique and exciting way, with life-like wax wax figurines. ",0,NA,-21.951782,64.1529359,NA,Saga Museum,+354 511 1517,27,4,842,177,Museums,History,Black,,,,,
,"103 Orchard St, Lower East Side, New York City, NY 10002-3102",311,North America,USA,Unite States,,"The Tenement Museum preserves the history of immigration through the personal accounts of those who built lives in the Lower East Side. Visitors can view restored apartments from the 19th and 20th centuries, walk the historic neighborhood, and interact with residents to learn the stories of generations of immigrants who helped shape the American experience.",3,NA,-73.990037,40.7187792,1-2 hours ,Tenement Museum,+1 877-975-3786,27,4.5,"4,446","1,028",Museums,History,Black,,,,,
,"8th and F Streets, NW, Washington DC, DC 20013",311,North America,USA,Unite States,,"Part of the Smithsonian Institution that owns more than 40,000 works depicting the history of art in the United States.",6,NA,-77.022963,38.897203,NA,Smithsonian American Art Museum,(202) 633-1000,27,4.5,"1,074",398,Museums,History,Black,,,,,
,"1300 1st Ave, Between Union & University Street, Seattle, WA 98101-2003",311,North America,USA,Unite States,,"SAM has been the center for world-class visual arts in the Pacific Northwest since 1933. Visit SAM to see a museum carved into the city, as much a part of Seattle's landscape and personality as the coffee, rain, mountains, Pike Place Market, and the Space Needle.",1,NA,-122.33191,47.6095072,2-3 hours ,Seattle Art Museum,1.21E+10,27,4.5,"1,042",423,Museums,Art,Orange,,,,,
,"211 N Record St, Suite 100, Dallas, TX 75202-3307",311,North America,USA,Unite States,,"The Dallas Holocaust Museum/Center for Education and Tolerance offers a core exhibit that exposes three key events that occurred on ""One Day During the Holocaust"". A special travelling exhibit, video graphed eyewitness testimonies of survivors, and artifacts offer visitors a well-rounded understanding of this horrific part of world history. Visitors leave the Museum with answers to the question, how could this happen? ",0,Yes ,-96.807665,32.7802354,2-3 hours ,Dallas Holocaust Museum,+1 214-741-7500,27,4.5,298,224,Museums,History,Black,,,,,
,"63 rue de Monceau, 75008 Paris, France",397,Europe,FRA,France,38,,2,NA,2.312169,48.8793394,NA,Musee Nissim de Camondo,+33 1 53 89 06 50,28,4.5,"1,390","1,004",Museums,Art,Orange,,,,,
,"Via Marconi, 1, 20122 Milan, Italy",397,Europe,ITA,Italy,37,"The Museo del Novecento, located inside the Palazzo dell'Arengario in Piazza del Duomo, hosts a collection of over four thousand works that catalyze the development of 20th century Italian art. The Museo del Novecento was established on 6 December 2010 with the goal of spreading knowledge of 20th century art and offering a more comprehensive insight into the collections that the city of Milan has inherited over time. Beside its core exhibition activity, the Museum is active in the conservation, investigation and promotion of 20th century Italian cultural and artistic heritage with the final aim of reaching an ever wider audience. With an eye toward the city, the Museo del Novecento develops around multiple locations. The Permanent Collection follows a chronological path where collective exhibitions alternate with solo art shows. The grand spiral staircase inside the building welcomes visitors and introduces them to the visit of the Museum with the Il Quarto Stato (The Fourth Estate) by Pellizza da Volpedo. The bookshop and the restaurant are the Museum's meeting places. The Neon by Lucio Fontana represents a final embrace to the city. Reflecting Milan's feverish cultural dynamism, the Permanent Collection is essentially the story of several private collections that have been brought together thanks to the generosity and passion for art of many private collectors. Since its inception, the collection has been augmented by major gifts from artists, collectors and philanthropists who play an active role in the growth of the Museum's heritage, which today reflects the rich trajectory of art from the early 20th century through the present. An outstanding example of architecture and, today, an impressive installation communicating directly with the city, since 2010 the Palazzo dell'Arengario has accommodated the Museo del Novecento. This landmark building, designed by Griffini, Magistretti, Muzio, and Portaluppi, was renovated by the Rota Group to host a richly layered collection of 20th century Italian art. The transformation of the Palazzo dell'Arengario was dictated by the need to organize the composition of Milan's Civiche Raccolte d'Arte (Municipal Art Collections) around two distinct poles. While the historic premises of Villa Reale were meant to host collections dating from the 19th century, the Palazzo dell'Arengario was singled out for the exhibits of 20th century artwork. The latter was particularly meaningful for the harmony existing between its architecture and the collection it was meant to display. This project enabled to best exploit the interior premises, while turning the building into one of the major cultural places in Milan. The grand spiral staircase inside the building is probably the most impressive architectural feature of the Museum: a functional element that connects several levels, from the subway up to the panoramic terrace overlooking the Duomo.",1,NA,9.1901492,45.4633108,1-2 hours ,Museo del Novecento,+39 0288444061,28,4.5,"1,197",622,Museums,Art,Orange,,,,,
,"Kattenburgerplein 1, 1018 KK Amsterdam, The Netherlands (Formerly Netherlands Maritime Museum)",397,Europe,NLD,The Netherlands,30,"Het Scheepvaartmuseum, The National Maritime Museum, tells inspiring stories of how the sea is in our genes. Come and enjoy the stimulating, interactive exhibitions and the stunning 17th century building.",2,NA,4.9164759,52.3707878,More than 3 hours ,Het Scheepvaartmuseum| The National Maritime Museum,31 20 52 32 222,28,4.5,"1,746",451,Museums,History,Black,,,,,
,"13 Riddargatan | stermalm, Stockholm 114 51, Sweden",397,Europe,SWE,Sweden,11,,0,NA,18.0802184,59.3347312,NA,The Army Museum,851956301,28,4.5,300,284,Museums,History,Black,,,,,
,"Mariahilfer Strasse 212, Vienna 1140, Austria",397,Europe,AUT,Austria,10,Many of the objects in the museum reflect Austrias contributions to the development of modern technology. Multimedia shows and interactive experiments illustrate the dependence on technology in our daily life. ,0,Yes ,16.3192596,48.1903844,2-3 hours ,Technisches Museum,-89956,28,4.5,512,513,Museums,Science,Gray,,,,,
,"ul. Dajwor 18, Krakow 31-052, Poland",397,Europe,POL,Poland,8,"The Galicia Jewish Museum exists to commemorate the victims of the Holocaust and to celebrate the Jewish culture of Polish Galicia, presenting Jewish history from a new perspective.",1,Yes ,19.949548,50.0508084,2-3 hours ,Galicia Jewish Museum,(0048)12 4216842,28,4.5,356,235,Museums,History,Black,,,,,
,"93 Stamford Road National Museum of Singapore, Singapore 178897, Singapore",122,Asia,SGO,Singapore,5,"With a history dating back to its inception in 1887, the National Museum of Singapore is the nation's oldest museum with a progressive mind. Its galleries adopt cutting-edge and multi-perspective ways of presenting history and culture to redefine conventional museum experience. A cultural and architectural landmark in Singapore, the Museum hosts innovative festivals and events all year round-the dynamic Night Festival, visually arresting art installations, as well as amazing performances and film screenings-in addition to presenting thought-provoking exhibitions involving critically important collections of artefacts. The programming is supported by a wide range of facilities and services including F&B, retail and a Resource Centre. The National Museum of Singapore re-opened in December 2006 after a three-year redevelopment, and celebrated its 125th anniversary in 2012. The Museum refreshed its permanent galleries and re-opened them on 19 September 2015 for Singapore's Golden Jubilee.",4,NA,103.84883,1.296892,More than 3 hours ,National Museum of Singapore,65 6332 3251,28,4,"1,459",748,Museums,History,Black,,,,,
,"747-18, Hannam-dong, Yongsan-gu, Seoul 140-890, South Korea",122,Asia,KOR,South Korea,5,,3,NA,127.004999,37.5368389,NA,Leeum Samsung Museum of Art,02-2014-6900,28,4.5,474,711,Museums,Art,Orange,,,,,
1,"11 West 53rd Street, New York City, NY 10019",311,North America,USA,Unite States,,"Located in the heart of midtown Manhattan, The Museum of Modern Art is home to the world's greatest collection of modern and contemporary art. The collection includes Vincent van Gogh's ""The Starry Night"" and Andy Warhol's ""Gold Marilyn Monroe,"" along with works by Jackson Pollock, Jasper Johns, Cindy Sherman, Elizabeth Murray, and many other great artists of our time. MoMA's collection also showcases photography, film, architecture, design, media, and performance art. Visitors can also enjoy shopping and fine and casual dining options.",5,Yes ,-73.97712,40.761417,2-3 hours ,The Museum of Modern Art (MoMA),+1 212-708-9400,28,4.5,"10,593","1,028",Museums,Art,Orange,,,,,
,"800 W Olympic Blvd, Ste. A245, Los Angeles, CA 90015-1360",311,North America,USA,Unite States,,,2,NA,-118.26538,34.0448196,NA,The Grammy Museum,213.765.6800,28,4.5,574,502,Museums,Music,Purple,,,,,
1,"129 rue de Grenelle | Hotel National des Invalides, 75007 Paris, France",397,Europe,FRA,France,38,Nearly every weapon and instrument of war imaginable can be found in this comprehensive collection of military equipment.,2,NA,2.3138127,48.8593608,1-2 hours ,Army Museum,33 (0)1 44 42 43 87,29,4.5,"4,480","1,004",Monuments & Statues,Military,Blue,,,,,
2,"Via Santa Spirito 10 Via Gesu' 5, 20121 Milan, Italy",397,Europe,ITA,Italy,37,The Bagatti Valsecchi Museum is a historic house museum that exquisitely expresses an extraordinary adventure of collecting at the end of the 19th century. The protagonists were two brothers: the Barons Fausto and Giuseppe Bagatti Valsecchi.,0,Yes ,9.1950121,45.4694808,<1 hour ,Bagatti Valsecchi Museum,3.90E+11,29,4.5,347,622,Museums,Art,Orange,,,,,
,"77 Wynford Dr, Toronto, Ontario M3C 1K1, Canada",311,North America,CAN,Canada,18,,0,NA,-79.332105,43.7252454,NA,Aga Khan Museum,416.646.4677,29,4.5,422,472,Museums,Art,Orange,,,,,
,"705, Rue Sainte-Catheriene Ouest | Centre Eaton, Montreal, Quebec H3B 4G5, Canada",311,North America,CAN,Canada,18,Grvin Montral is a was museum featuring over 120 characters from here and abroad in a very attractive and interactive setting. Grvin is the gravy of selfies and the most fun outing for the entire family. When visiting there are props that will enable you to have your very own red carpet experience. An audioguide is also available should the visitors want more info about their favorite stars. A not-to-be-missed outing in downtown Montreal.,0,NA,-73.570962,45.5024837,1-2 hours ,Musee Grevin,+1 514-788-5211,29,4,306,375,Museums,Art,Orange,,,,,
,"3 Stroemparterren | Norrbro, Stockholm 111 30, Sweden (Formerly Museum of Medieval Stockholm)",397,Europe,SWE,Sweden,11,"History comes alive again! Visit the medieval Stockholm, meet the people and hear stories from the everyday life, explore reconstructed brick buildings, warehouses and workshops. The museum is built around the around the findings from the largest excavation in Stockholm. Our underground exhibition features 55 meters of the original 16th century town wall, a medieval graveyard and a war ship.",1,Yes ,18.0685808,59.3293235,1-2 hours ,Medieval Museum,+46 8 508 317 90,29,4.5,366,284,Museums,History,Black,,,,,
,"Ilica 72, Zagreb 10000, Croatia",397,Europe,HRV,Croatia,3,"Welcome to our fascinating world of illusions. Thrilled yet bewildered you will enter a world that will blow your mind but also give you an opportunity to learn all sorts of things... come and visit us! It is sure to be an amazing and unimaginable experience because whatever you see, especially here in the Museum of Illusions, is not what it appears to be. Are you ready for an adventure? We offer an in intriguing, visual, sensual and educational experience. It's a social and entertaining tour into the world of illusions which has delighted all generations. It's a perfect place for new experiences and fun with friends and family and it's unique in this part of Europe. Not only is it a place for children who adore coming, but also a place for parents, couples, grandmothers and grandfathers.",0,NA,15.9664482,45.8130207,1-2 hours ,Museum of Illusions,+385 1 7999 609,29,4,217,190,Museums,Fun & Games,Red,,,,,
,"4801 E Fowler Ave, Tampa, FL 33617-2099",311,North America,USA,Unite States,,"Explore a World of Possibilities at Tampas Museum of Science & Industry with more than 450 hands-on activities, plus Floridas only IMAX DOME Theatre, five-stories-tall and offering a higher resolution than any other theater in Tampa; It is more than a movie, it is an experience. Brave extreme weather conditions inside Disasterville, featuring Bay News 9 WeatherQuest, and explore the stages of life in The Amazing You exhibition. Gaze into the starry night sky in MOSIs Saunders Planetarium, and dont miss exploring the outdoors in the BioWorks Butterfly Garden and MOSI Backwoods. Kids get to run the show at MOSIs Kids In Charge!, the largest childrens science center in nation, while kids of all ages get a rush from MOSIs Sky Trail Ropes Course and Zip Line.",2,NA,-82.403942,28.0535966,NA,Museum of Science and Industry,813-987-6000,29,3.5,991,186,Museums,Science,Gray,,,,,
,"801 E Cesar E Chavez Blvd, San Antonio, TX 78205-3296",311,North America,USA,Unite States,,This museum is dedicated to the contributions of different ethnic groups in Texas.,0,NA,-98.482218,29.4166169,NA,Institute of Texan Cultures,210 458 2300,29,4.5,302,255,Points of Interest & Landmarks,History,Black,,,,,
,"Museum Gardens Museum Street | Museum Gardens, York YO1 7FR, England",397,Europe,GBR,England,79,"Discover thousands of years of York's history in one place, from prehistory to the city's medieval splendour. Walk on a genuine Roman mosaic floor, kneel at St William's shrine, see the monsters of the deep that swam when Yorkshire was beneath the see and much more in our fantastic galleries in the hear of the city.",2,NA,-1.088086,53.961558,1-2 hours ,Yorkshire Museum,4.42E+11,30,4,503,191,Museums,History,Black,,,,,
,"164 avenue des Arenes de Cimiez, 06000 Nice, France",397,Europe,FRA,France,38,"Surrounded by an olive garden, this museum has a collection of paintings spanning the length of Henri Matisse's career.",1,NA,7.2770128,43.7201217,NA,Musee Matisse,33 4 93 81 08 08,30,3.5,"1,074",211,Museums,Art,Orange,,,,,
2,"NO. 16 East Chang'an Street, Beijing 100006, China",122,Asia,CHN,China,11,"This museum features changing exhibits related to political themes such as the Opium Wars, the founding of the Communist Party, the Sino-French and Sino-Japanese Wars, the Japanese War, the 1911 Revolution and the social unrest of 1989.",1,NA,116.401547,39.907692,2-3 hours ,National Museum Of China,010-65263355,30,4.5,602,"1,593",Museums,History,Black,,,,,
,"Andrassy ut 60, Budapest 1062, Hungary",397,Europe,HUN,Hungary,6,,3,NA,19.0652984,47.5068398,NA,House of Terror Museum,+36 (1) 374 26 00,30,4,"5,676",415,Museums,History,Black,,,,,
,"28A Dien Bien Phu St., Hanoi 10000, Vietnam",122,Asia,VNM,Vietnam,6,"This repository of Vietnam's military history includes rooms full of war propganda, photographs and documents from wars against China, France, and the United States. The grounds feature several captured aircraft as well as a central structure build from the wreckage of French and American planes. Visitors may climb the flag tower, with great views from the top. ",2,Yes ,105.840332,21.031515,1-2 hours ,Vietnam Military History Museum,+84 (0) 4823-4264,30,4,941,241,Museums,History,Black,,,,,
,"1 Empress Place Empress Place Building, Singapore 179555, Singapore",122,Asia,SGO,Singapore,5,"The Asian Civilisations Museum is devoted to exploring the rich artistic heritage of Asia, especially the ancestral cultures of Singaporeans. Founded in 1993 and in its present building by the Singapore River since 2003, the museum traces its roots to the Raffles Museum, founded in the middle of the 19th century. ACM focuses on the many historical connections between the cultures of Asia, and between Asia and the world. Singapores history as a port city that brought people together from all over the world is used as a means of examining the history of Asia. Special exhibitions bring magnificent objects from around the world to our Singapore audience. Programmes like the annual River Nights encourage visitors to connect more closely with culture and the arts.",1,Yes ,103.805398,1.3165781,2-3 hours ,Asian Civilisations Museum,6563327798,30,4.5,"1,509",748,Museums,History,Black,,,,,
,"37 Samcheong-ro, Jongno-gu, Seoul 110-820, South Korea",122,Asia,KOR,South Korea,5,,3,,126.978722,37.579629,NA,The National Folk Museum of Korea,02-3704-3114,30,4,560,711,Museums,History,Black,,,,,
,"Kharyvyj Pereulok,1, Kiev, Ukraine",397,Europe,UKR,Ukraine,2,,0,NA,30.5234,50.4501,NA,Chernobyl National Museum,+380 44 417 5422,30,4,255,481,Museums,History,Black,,,,,
,"308 Congress St, Boston, MA 02210-1016",311,North America,USA,Unite States,,"Highlights of this interactive museum include the ""Science Playground,"" featuring giant soap bubble-making tools and the ""New Balance Climb,"" which teaches kids the laws of physics while navigating through a two-story-high maze.",2,NA,-71.049579,42.3518667,NA,Boston Children's Museum,617-426-6500,30,4.5,661,371,Children's Museums,Science,Gray,,,,,
,"Via San Vittore 21, 20123 Milan, Italy",397,Europe,ITA,Italy,37,"Those interested in the creative genius of Leonardo da Vinci will want to visit this museum, which features his designs of war machines, flying machines, architecture and production that display incredible foresight.",4,Yes ,9.17121,45.4631,More than 3 hours ,Museo della Scienza e della Tecnologia Leonardo da Vinci,39 02 485551,31,4.5,"1,368",622,Museums,Science,Gray,,,,,
,"Via Miano 2, 80131, Naples, Italy",397,Europe,ITA,Italy,37,"This 18th-century museum houses magnificent collections from such renowned artists as Masaccio, Titian, Raphael, El Greco and Bruegel, including the immense Farnese collection.",1,NA,14.24907,40.86699,NA,Museo Nazionale di Capodimonte,081 7499111,31,4.5,"1,264",369,Museums,History,Black,,,,,
,"Rue du Marche aux Herbes 116 | Inside Galerie Horta (Central Station), Brussels 1000, Belgium",397,Europe,BEL,Belgium,17,"On 1300m a real modern museum experience the cartoon otherwise! The Moof (Museum of original figures) immerses you in the third dimension of the ninth art through a unique private collection of collectible figurines. Playful and creative, the museum will delight young and old, amateur and connoisseur of comics, best known to most sensitive. Spaces specifically dedicated to manga to American comics and comic Flemish complete the picture more traditional schools and French speaking Belgian.",0,NA,4.3515499,50.8427501,<1 hour ,Moof Museum,+32 2 207 79 92,31,4.5,458,365,Museums,Art,Orange,,,,,
,"Jalan Damansara | Lake Gardens, Kuala Lumpur 50566, Malaysia",122,Asia,MYS,Malaysia,7,"Muzium Negara was officially opened on 31 August 1963, on the site of the Selangor Museum, which was accidentally bombed during the Second World War.The main museum building houses four exhibition galleries featuring Malaysias history and rich cultural diversity. The Prehistory Gallery showcases the formation of the Malay Archipelago with findings of numerous important prehistoric archaeological sites in Malaysia. There's no need to book ahead, just be at the museum front desk about 10 mins before.Tours are in English - but tours in Malay, Mandarin, French, Japanese and other languages are also available. For the latest schedule, please check the museum website.",3,NA,101.68719,3.1387612,NA,National Museum Negara,+60 3 2282 6255,31,4,502,246,Museums,Natural History,Green,,,,,
,"39 Armenian Street Peranakan Museum, Singapore 179941, Singapore",122,Asia,SGO,Singapore,5,"The Peranakan Museum explores the culture of Peranakan communities in Southeast Asia. Installed in the former Tao Nan Chinese School, built in 1912, this intimate museum possesses one of the finest and most comprehensive collections of Peranakan objects. Galleries on three floors illustrate the cultural traditions and the distinctive visual arts of the Peranakans. The Peranakan Museum provides a stimulating and educational experience for all, while representing the living culture of the Peranakan community in the region. The museum is a component of the Asian Civilisations Museum, operating under the National Heritage Board.",3,NA,103.849082,1.2942705,NA,Peranakan Museum,65 6332 7591,31,4.5,889,748,Museums,History,Black,,,,,
,"Al Fahidi St | Al Fahidi Fort, Bur Dubai, Dubai, United Arab Emirates",122,Asia,ARE,United Arab Emirates,1,"This museum uses life-size dioramas to depict everyday Dubai life in the days before the discovery of oil. Galleries recreate scenes from the Creek, traditional Arab houses, mosques, the souk, date farms and desert and marine life.",4,Yes ,55.3032906,25.2145565,1-2 hours ,Dubai Museum,971-4-3531862,31,4,"4,010",349,Museums,History,Black,,,,,
,"1000 Jefferson Dr SW, Washington DC, DC 20560-0008",311,North America,USA,Unite States,,"The world's largest museum and research complex is actually comprised of 19 museums and the National Zoo, with subjects that vary from African Art to the postal service, sculpture to space exploration.",2,No ,-77.025939,38.8887583,1-2 hours ,Smithsonian Institution Building,202 633 1000,31,4.5,"3,248",398,Museums,History,Black,,,,,
,"Piazza De' Giudici 1, 50122, Florence, Italy",397,Europe,ITA,Italy,37,"Housed in an old palace that was restored in the mid-1800s, this science museum houses an impressive collection of scientific instruments dating from the 13th century.",3,Yes ,11.2562908,43.7678293,1-2 hours ,Museo Galileo - Institute and Museum of the History of Science,+39 055 265 311,32,4.5,"1,410",394,Museums,Science,Gray,,,,,
